"","product_productid","review_userid","review_helpfulness","review_score"
"15791","5559783986.0","ARYI005S7BDWK","4/4",5
"15792","5559783986.0","A2EDZH51XHFA9B","4/4",4
"15793","5559783986.0","A3U47QMQFW23XY","3/3",5
"15794","5559783986.0","A19ZXK9HHVRV1X","3/3",4
"15795","5559783986.0","AWPODHOB4GFWL","3/3",5
"15796","5559783986.0","A1GSR7RGCG1QYZ","4/5",4
"15797","5559783986.0","A14NBRS2Y9I10S","4/5",4
"15798","5559783986.0","A3N7IN4KT8DT51","4/5",5
"15799","5559783986.0","A2Z71VX2EZIOWQ","3/4",5
"15800","B000RZIGWM","A25UCC0GSRDR3V","28/29",5
"15801","B000RZIGWM","AW0GS58YXHNW8","5/5",5
"15802","B000RZIGWM","A8H335CH92FCR","4/4",5
"15803","B000RZIGWC","AWT8BVC7U5XUU","10/11",5
"15804","B000RZIGWC","A2028T4EMV0887","5/5",5
"15805","B000RZIGWC","ASF4Q2LW4PIFK","5/6",5
"15806","B000RZIGWC","A93AG3JQQVXOZ","3/14",3
"15807","B0000633XC","A3PPXVR5J6U2JD","12/12",5
"15808","B0000633XC","A1GA9DDMEUT9HC","18/23",4
"15809","B0000633XC","A38LAIK2N83NH0","9/14",1
"15810","B005CA4SJ2","A2U4KVPAK32T96","9/10",5
"15811","B005CA4SJ2","A2IUQO1G0VQCOL","5/5",5
"15812","B005CA4SJ2","A1JK0YDMZSTFYS","4/5",5
"15813","B005CA4SJ2","A103RKY5TI1890","17/30",3
"15814","B005VXBQO0","A1M7BELZDQIKAD","11/11",5
"15815","B005VXBQO0","AQZ3UJEG8TC7G","7/7",5
"15816","B005VXBQO0","AMI4KRFEMRFGV","4/6",5
"15817","B005VXBQO0","AHEECSU4X7448","3/10",1
"15818","B005VXBQO0","A141GEVBHJINBK","3/18",1
"15819","B0007CEXK4","AK61LQI92GTCH","15/16",3
"15820","B0007CEXK4","A30Q8X8B1S3GGT","9/9",5
"15821","B0007CEXK4","A1UWGR88UD16Z6","3/3",3
"15822","B001DDTDD8","A1HL84KOAB32ZI","3/4",4
"15823","B0058M07US","A3B6JDAEWKO2S3","52/53",5
"15824","B0058M07US","A3475JYBMS8V16","27/27",5
"15825","B0058M07US","AAA757LGADNX3","28/29",5
"15826","B0058M07US","A38CDBEHP8HH3D","13/13",5
"15827","B0058M07US","A3HJ4D0D07GFNJ","7/7",5
"15828","B0058M07US","A3D9PZ462X7PE0","5/5",5
"15829","B0058M07US","A20TAPBOOSTQXQ","4/4",3
"15830","B0058M07US","A1T7CXRQH37PNK","4/4",4
"15831","B0058M07US","ACBMFH613K9J6","3/3",4
"15832","B0058M07US","A1PBTJN0YA15SD","3/3",5
"15833","B0058M07US","A1NGSEZ29BOKLL","6/8",5
"15834","B0058M07US","A19B5TS358JVPO","3/4",3
"15835","B0058M07US","A2HOMIKU8XNEJB","3/4",5
"15836","B00080C6C2","A1864LAXS8VUE2","18/19",5
"15837","B00080C6C2","A51C3W5A08B51","20/22",3
"15838","B00080C6C2","A3H3MKVQ8G1NBR","8/8",5
"15839","B00080C6C2","A3OXRFCJI67IMN","5/5",5
"15840","B00080C6C2","A1EV5FPBQKJ0D7","4/4",5
"15841","B00080C6C2","AAVTNYE44BVI5","5/13",1
"15842","B0029FXUOW","ASEBX8TBYWQWA","37/38",3
"15843","B0029FXUOW","A1VMQDHNR2LL7I","28/29",5
"15844","B0029FXUOW","A3D2DJEHR4U7HC","13/13",5
"15845","B0029FXUOW","A3H2A10RNU7D1W","10/13",1
"15846","B0024SPCFE","AJ6XR403WY88M","76/90",5
"15847","B0024SPCFE","A2UUP58XPQW3GF","23/28",4
"15848","B0024SPCFE","A2FRKEXDXDN1KI","18/22",4
"15849","B0024SPCFE","AEOO8VGKN2I8C","6/8",5
"15850","B0024SPCFE","AOT7YZLIRU7FD","6/8",5
"15851","B0024SPCFE","A2K1RGPPADLK9Y","3/4",5
"15852","B0024SPCFE","A2QTSE6JF49QRL","3/4",5
"15853","B0024SPCFE","A204VX5IT05GZW","3/4",4
"15854","B0024SPCFE","A28GCEHD00JFZG","5/7",4
"15855","B0024SPCFE","A2VSJ31GC4V2S7","5/7",4
"15856","B0024SPCFE","A3LIWTQDSQ5UOO","7/10",5
"15857","B0024SPCFE","ATADKFYYCS9IH","9/13",4
"15858","B0024SPCFE","A1XQB7LLTYWF21","4/6",5
"15859","B0024SPCFE","AK0CENM3LUM28","4/6",4
"15860","B0024SPCFE","A3DBHO9ZN7GXZI","4/6",5
"15861","B0024SPCFE","AGIPUTPGKIOY3","4/6",5
"15862","B0024SPCFE","ABO2ZI2Y5DQ9T","3/5",3
"15863","B0024SPCFE","A3V9P2Y2KWOVH4","3/5",3
"15864","B0024SPCFE","AST7UNIXVOAVA","3/6",4
"15865","B0024SPCFE","AHABFECTNE15I","4/8",3
"15866","B0024SPCFE","AE5A9FB765HMF","4/8",3
"15867","B0024SPCFE","A2Y47HN5IP85J","13/25",1
"15868","B0024SPCFE","A2286QMG88BDB","5/12",2
"15869","B0024SPCFE","A27C1QHH68FRGB","3/9",1
"15870","B0024SPCFE","A2AMXOHZKZ3S7R","3/9",2
"15871","B0024SPCFE","A2FYZI35MV0EDK","3/9",2
"15872","B0024SPCFE","A2GMI1LJQFUU4A","5/18",1
"15873","B0024SPCFE","AIW4WC60XSS30","5/20",1
"15874","B0024SPCFE","A3RH8KSJH1FESJ","4/21",1
"15875","B000RZIGWW","A26ZPSKA7D55BL","3/3",5
"15876","B001LNPIWK","A1C5RRPBGRDF2Z","4/4",5
"15877","B0045XOS60","A22RWWTH3ES0XG","12/13",1
"15878","B0045XOS60","A212FJSZP1I95Q","14/16",1
"15879","B0045XOS60","A2M131NFZ6VRZY","10/11",1
"15880","B0045XOS60","AC3Y39AUTRCR7","6/7",1
"15881","B0045XOS60","A1RA091QAHZNXR","3/3",1
"15882","B0045XOS60","A25UDCBZS4XC4Q","3/3",1
"15883","B0045XOS60","AA7MME9PEY66I","3/3",1
"15884","B0045XOS60","A2VZIH75IMKB5L","3/3",1
"15885","B0045XOS60","AB094YABX21WQ","5/6",2
"15886","B0045XOS60","A3BUDJYTWCLG5X","4/5",1
"15887","B0045XOS60","A3PKYKGAWKJ31M","6/8",1
"15888","B0045XOS60","A2SXP3XXTBBELR","5/7",1
"15889","B0045XOS60","A1Z5R2P3B0S5Q3","9/13",1
"15890","B0045XOS60","A357W5QSM12DGU","6/9",4
"15891","B0045XOS60","AO1X6OYM9IXB2","4/6",3
"15892","B0045XOS60","ADKZMDET0H3L1","17/26",1
"15893","B0045XOS60","A2ORESG7C3E19G","5/8",1
"15894","B0045XOS60","A2FBHJ9KXSQPC0","13/21",1
"15895","B0045XOS60","ATT3AAMWSH9KO","4/7",1
"15896","B0045XOS60","A33TIH5A8HPW93","16/26",1
"15897","B0045XOS60","A19DJMF1F8EZ7L","9/15",1
"15898","B0045XOS60","A37CHOKNJOQET2","5/9",5
"15899","B0045XOS60","A3DBUTRBC641KT","4/8",5
"15900","B0045XOS60","A33V4UNJAW1CUK","5/10",5
"15901","B0045XOS60","A35PDTSNSZGHK8","5/10",5
"15902","B0045XOS60","A3U2REB8VQ6RHY","5/10",1
"15903","B0045XOS60","A397H75LQVMQVL","5/10",5
"15904","B0045XOS60","A39LW04IR6WV5Y","6/12",5
"15905","B0045XOS60","AX7VT9SHZPG3L","3/7",5
"15906","B0045XOS60","A39RIID1TVOX8Y","3/7",5
"15907","B0045XOS60","A1DP1R68CKS7H4","4/10",5
"15908","B0045XOS60","A2WN0P00CGYUPC","4/10",1
"15909","B000VMV73G","A1MMHWECXEUVRR","34/34",4
"15910","B000VMV73G","A25IN3F42UAM0A","21/22",4
"15911","B000VMV73G","AZB4CQ9JZSUQB","20/23",5
"15912","B000VMV73G","A1C1EY2FGJKP1V","12/13",5
"15913","B000VMV73G","A1P7JVIC8GIR5I","7/7",4
"15914","B000VMV73G","ALSN2A2QHS0B2","9/10",5
"15915","B000VMV73G","A13OVP1WURW4KM","6/6",3
"15916","B000VMV73G","A1X7Q7H2M1PVDI","6/10",5
"15917","B000VMV73G","A3THCIILQGT1B4","3/16",2
"15918","B002O3Z4WU","A3VDSGNIS92OVZ","4/5",5
"15919","B002O3Z4WU","A18CHIB3HKOTND","4/5",5
"15920","B002O3Z4WU","A1I7NCQWIHY7SN","4/5",5
"15921","B002O3Z4WU","A2FEGRJQNU51P9","8/11",4
"15922","B002O3Z4WU","A3FO6TP3P2GZ2J","8/11",4
"15923","B002O3Z4WU","A24B5KNDHD4YMX","8/11",5
"15924","B002O3Z4WU","A2OE7YUJ9L2DJD","3/4",5
"15925","B002O3Z4WU","A2V9UU20EFCLTD","3/4",5
"15926","B002O3Z4WU","ALR2N71T0APWV","3/4",4
"15927","B002O3Z4WU","A1OVNYDGD455D4","3/4",5
"15928","B002O3Z4WU","A3AV5GM3NP9VPZ","5/7",5
"15929","B002O3Z4WU","A2WJSVSBXEYEF","5/7",5
"15930","B002O3Z4WU","A1NEZ86DGKP0GJ","5/7",5
"15931","B002O3Z4WU","A3BOUPGDLG7QPP","7/10",5
"15932","B002O3Z4WU","ATSP3LQUF8QJ0","6/9",5
"15933","B002O3Z4WU","A2VRTLR4K7L4FH","6/9",5
"15934","B002O3Z4WU","A2YR3EGVFWD8M4","6/9",5
"15935","B002O3Z4WU","A1NHZY06S0HGQ8","4/6",5
"15936","B002O3Z4WU","A31U2QT7SAL7K","180/195",5
"15937","B002O3Z4WU","A15F68X8CR6IZG","122/133",5
"15938","B002O3Z4WU","A2F8R40Z2OMIJM","118/131",5
"15939","B002O3Z4WU","A1LBF5XZNYD6QR","47/52",4
"15940","B002O3Z4WU","AUHG8KSHI529U","20/20",5
"15941","B002O3Z4WU","A1FLGVX3MP02LK","19/19",5
"15942","B002O3Z4WU","AKB0SQ4EIA0LR","29/32",5
"15943","B002O3Z4WU","AW003H7Z3OCHA","19/21",5
"15944","B002O3Z4WU","A3GTYMRBZFCQ5J","14/15",5
"15945","B002O3Z4WU","AEE42UT3ERITN","10/10",5
"15946","B002O3Z4WU","A34X8H11MECDWP","3/5",5
"15947","B002O3Z4WU","A3Q0AL1T7BC4GO","3/6",5
"15948","B002O3Z4WU","A2TIDK114DBIBW","3/6",5
"15949","B002O3Z4WU","A20LY8E9NGYA4M","6/12",3
"15950","B002O3Z4WU","A14KKBXV1L0AB9","3/7",5
"15951","B002O3Z4WU","ANFFNQYRWYPW9","7/16",5
"15952","B002O3Z4WU","A3KDGJX43RU5MK","16/18",5
"15953","B002O3Z4WU","AVV1ACH67XI85","9/9",5
"15954","B002O3Z4WU","APPN9YBNQBW2","12/13",5
"15955","B002O3Z4WU","A6YBYQHQOH1MK","8/8",5
"15956","B002O3Z4WU","A1EBARM5X7NO3Y","10/11",5
"15957","B002O3Z4WU","A13D1WTFEMS9VH","5/22",2
"15958","B002O3Z4WU","A1PW6G3EFXCLFJ","16/49",2
"15959","B002O3Z4WU","A2IYUL7MUL9RWT","3/20",1
"15960","B002O3Z4WU","A2H1DZAWG5P354","3/23",3
"15961","B002O3Z4WU","A1RMQ3AR7Y2MCC","4/36",1
"15962","B002O3Z4WU","A2RGKUEUF9PK1X","5/41",1
"15963","B002O3Z4WU","A14I4VHJAZ8LC","14/73",1
"15964","B002O3Z4WU","A2B6M7F2JOU2ST","10/60",1
"15965","B002O3Z4WU","ABUEUI62QAK7F","9/57",1
"15966","B002O3Z4WU","A31ZQ2BSR5FCSW","11/64",1
"15967","B002O3Z4WU","A2FA18B50XGXJX","5/89",1
"15968","B002O3Z4WU","A3TWJ2NZYBMJYL","9/10",5
"15969","B002O3Z4WU","AUM3YMZ0YRJE0","6/6",5
"15970","B002O3Z4WU","A2UYAFQ40U2PHS","6/6",5
"15971","B002O3Z4WU","A2F5PAC9I5SCG6","6/6",5
"15972","B002O3Z4WU","AC9SOGKDLSOQZ","6/6",4
"15973","B002O3Z4WU","A1A87TUBBDPMF0","8/9",5
"15974","B002O3Z4WU","A3H9JSM1SUTE4O","8/9",4
"15975","B002O3Z4WU","AMKZHBOK7VMQR","5/5",4
"15976","B002O3Z4WU","A2K4YLJCNKNMQ3","5/5",5
"15977","B002O3Z4WU","A19QHDC0RTWRDC","5/5",5
"15978","B002O3Z4WU","AY5GIO42UC7D1","5/5",5
"15979","B002O3Z4WU","A25KKXUQQ0OLWB","5/5",5
"15980","B002O3Z4WU","AJRFZ0VZ0LD26","5/5",5
"15981","B002O3Z4WU","A2JD8D22FZT4I0","5/5",5
"15982","B002O3Z4WU","AAU7CAQIN5BAE","5/5",5
"15983","B002O3Z4WU","A2OIG88PG8K4M3","7/8",5
"15984","B002O3Z4WU","A1RSXP7MB772E3","6/7",5
"15985","B002O3Z4WU","A9Z4C6SSRUL0E","6/7",5
"15986","B002O3Z4WU","A2NTNNW29NJ484","6/7",5
"15987","B002O3Z4WU","A2VJERWH3YYSAI","13/17",5
"15988","B002O3Z4WU","AGRR05FH945HR","8/10",5
"15989","B002O3Z4WU","A27RJ30RN5K9MX","8/10",5
"15990","B002O3Z4WU","A1SMGL4JR0WXBS","8/10",5
"15991","B002O3Z4WU","A1QULX3C3P9ZT1","3/3",5
"15992","B002O3Z4WU","A2GKJPJ1OPOOIY","3/3",5
"15993","B002O3Z4WU","AYZ8ZBKR0DCR8","3/3",5
"15994","B002O3Z4WU","A1KEPETP3POC7X","3/3",5
"15995","B002O3Z4WU","A3INN916E4VION","3/3",5
"15996","B002O3Z4WU","A2WVCMIZ6R9706","3/3",5
"15997","B002O3Z4WU","AJXD8IJ6OBHWP","3/3",5
"15998","B002O3Z4WU","A3ND9KPYEYM4LO","3/3",5
"15999","B002O3Z4WU","A1JADY9OXZADX4","3/3",5
"16000","B002O3Z4WU","A106016KSI0YQ","3/3",4
"16001","B002O3Z4WU","A1YK3E25QFA92L","3/3",5
"16002","B002O3Z4WU","A2T6T8JBP9DVCG","3/3",5
"16003","B002O3Z4WU","ANQA6NUMM3IS0","3/3",5
"16004","B002O3Z4WU","A2198O25QYUPXE","3/3",5
"16005","B002O3Z4WU","A11YIHB6IW352W","3/3",5
"16006","B002O3Z4WU","A3FWMIMLSVLOVV","3/3",5
"16007","B002O3Z4WU","A12N6XUM5ZYLXG","3/3",5
"16008","B002O3Z4WU","A3KDC5EZSA8AZJ","3/3",4
"16009","B002O3Z4WU","A11EGIE8F4C88L","5/6",5
"16010","B002O3Z4WU","ARF5OI5V9OI00","5/6",5
"16011","B002O3Z4WU","A1AXHNRDJEQ0B","5/6",5
"16012","B002O3Z4WU","ACXZ3ON0JX8AB","5/6",5
"16013","B002O3Z4WU","A1P8ZL3ENQFWM8","5/6",5
"16014","B002O3Z4WU","A15QZELVYZ8YD5","5/6",5
"16015","B002O3Z4WU","ARSDGNAKBH49Y","5/6",5
"16016","B002O3Z4WU","A12RL4G0TV45TG","5/6",5
"16017","B00104AZD2","A23ZN93K53FPGZ","11/11",5
"16018","B00104AZD2","A1WSSB097QF7EQ","4/4",5
"16019","B00104AZD2","A3SANFVF57WY9J","14/20",1
"16020","B00104AZD2","A1MFDFUGEVNIFK","3/6",3
"16021","B005ZVINLM","A1VGUC4KA1KRUV","19/22",5
"16022","B005ZVINLM","A1YIWDKM1292L4","15/17",3
"16023","B005ZVINLM","A3BSS2M2DPPV4T","8/12",3
"16024","B0007989J8","ABR07M997480C","9/9",5
"16025","B009NYU1CQ","A19ZXK9HHVRV1X","23/25",3
"16026","B009NYU1CQ","A3O4ZM84MH21R8","18/19",5
"16027","B009NYU1CQ","A33Q19CWZ349QN","20/22",1
"16028","B009NYU1CQ","AFGNNQKR0H44T","3/3",3
"16029","B009NYU1CQ","A2E9TIXXL6WEJ3","5/6",2
"16030","B009NYU1CQ","A2198FZZMTJ38H","5/9",2
"16031","B009NYU1CQ","ATOSQVSOA3D8Q","3/6",5
"16032","B009NYU1CQ","A1255OD4TD7RO9","3/6",2
"16033","B0002DB56I","A1GGOC9PVDXW7Z","19/20",3
"16034","B0002DB56I","ATBCMODU0NZLO","7/7",4
"16035","B0002DB56I","A2BNQGY6ZYXFFQ","4/4",2
"16036","B0002DB56I","AEQYHIP549G5L","3/11",5
"16037","B0055SOAAI","A2RVCF21L2NPU5","24/24",5
"16038","B0055SOAAI","A1YFCOZ3Z894CC","30/32",4
"16039","B0055SOAAI","A1QA3CR8CID1QU","26/32",1
"16040","B0055SOAAI","AUMNKKFGNUJO0","13/16",1
"16041","B0055SOAAI","A2WW57XX2UVLM6","5/5",4
"16042","B0055SOAAI","AZMDIJ57K8BYB","5/5",5
"16043","B0055SOAAI","A1QA3CR8CID1QU","7/8",5
"16044","B0055SOAAI","A11GXF3PZLWJ3G","3/3",3
"16045","B0055SOAAI","A3JJ6LZZ7RFFCU","3/3",5
"16046","B0055SOAAI","A11GJ542WQUSDA","3/3",5
"16047","B0055SOAAI","A26YQYGHBJ5YHR","3/4",2
"16048","B0055SOAAI","A3ID6GRD5VPFY8","3/4",2
"16049","B0055SOAAI","ACGYCLRJVU0HD","3/4",1
"16050","B0055SOAAI","A1MPGVUUHJRTBI","5/7",1
"16051","B0055SOAAI","A2W499RI8VI42W","4/6",4
"16052","B0055SOAAI","A2N6ROTU3IIAVB","3/5",3
"16053","B0055SOAAI","A3BFI90U3RS5H5","14/23",1
"16054","B0000TA6HS","A1NO7IZQTROI4I","7/7",5
"16055","B000004BBB","ADDJUG7NQPTTA","3/5",2
"16056","B00029NM4A","A328S9RN3U5M68","31/33",3
"16057","B00029NM4A","A6YQCBBTE29KX","17/19",4
"16058","B00029NM4A","A3ACVOVOLLP24G","11/14",4
"16059","B00029NM4A","AR6YFK2C61UEG","6/7",4
"16060","B00029NM4A","A33OUQ91NXNFJ7","3/3",3
"16061","B00029NM4A","A2GEHQOY5ONLF9","4/5",4
"16062","B00029NM4A","A2EEUQ81DTY7G3","6/8",2
"16063","B00029NM4A","A158CIG8WKG3S4","4/6",1
"16064","B00029NM4A","A33CLVW2K7SL1P","24/37",1
"16065","B00029NM4A","A2IG8FVYXNUM1C","3/5",1
"16066","B00029NM4A","ARB6LPEBP0VXT","3/5",3
"16067","B00029NM4A","A3VFWD0YCUABT2","3/5",1
"16068","B00029NM4A","A329U9CDUPKXAC","4/7",1
"16069","B00029NM4A","A25RWIFRD67MY3","6/12",1
"16070","B00029NM4A","A1OKSBT276EBMX","3/8",1
"16071","B003WKQ46E","A1SE4VTDVAJFRI","51/51",4
"16072","B003WKQ46E","A303U1MOXG5R1F","30/30",4
"16073","B003WKQ46E","A3POUC11LG5CD0","23/24",4
"16074","B003WKQ46E","A1ANRKHR4QWXJU","8/8",5
"16075","B003WKQ46E","A2OFK01H5V150L","5/5",5
"16076","B003WKQ46E","A2UT4A4SUZ1QJQ","5/5",5
"16077","B003WKQ46E","ASEBX8TBYWQWA","5/5",4
"16078","B003WKQ46E","A3OCTJRXGAEAAJ","4/4",5
"16079","B003WKQ46E","AC7O18B5NH8I1","3/3",5
"16080","B003WKQ46E","A2ONXBK70IJ193","3/14",3
"16081","B000YKI4OA","A1XL61G2T9U95P","7/7",3
"16082","B001O94E76","A1DS1VQA47ACCC","3/4",5
"16083","B001O94E76","A3Q7DIEDQFSNV6","6/9",1
"16084","B001O94E76","AZO5E3NG0WCHG","797/805",5
"16085","B001O94E76","A2BSVGJZKD9TLX","189/198",5
"16086","B001O94E76","A1EBJ93E1T50RT","108/111",5
"16087","B001O94E76","A1WUK4AY17AQ0H","29/29",5
"16088","B001O94E76","A2HGCSCDMLTB4T","41/44",1
"16089","B001O94E76","AEQMXKCI6NTOQ","30/31",5
"16090","B001O94E76","A3QIW6ULPIPM2V","29/31",5
"16091","B001O94E76","AH0K6KAO3N1RH","24/26",5
"16092","B001O94E76","AO461REE0KA4J","15/15",5
"16093","B001O94E76","A238M34Z3X2IBD","23/25",5
"16094","B001O94E76","AAMZH7QXCRUEJ","6/10",5
"16095","B001O94E76","A3FHO0MODBU80E","4/7",1
"16096","B001O94E76","A399ZRMBG5QAJG","5/9",3
"16097","B001O94E76","AKF181GBOPH45","5/9",1
"16098","B001O94E76","A2L7WYA5OENV03","3/6",4
"16099","B001O94E76","A347I8JFLMCKT","4/10",2
"16100","B001O94E76","AIYC63W4HCIWX","5/12",4
"16101","B001O94E76","A33E9R1YBC95YN","4/41",1
"16102","B001O94E76","A36P30T4ZIDNV5","16/17",4
"16103","B001O94E76","A1GX4R797QZZP8","15/16",5
"16104","B001O94E76","A1DMYUSXX77JEW","10/10",4
"16105","B001O94E76","ALNF2JWN3URSH","9/9",5
"16106","B001O94E76","A2ACKLRWXLFZ8Z","8/8",5
"16107","B001O94E76","A1PLE1RNXP5FTG","11/12",4
"16108","B001O94E76","AH9K6PPVZKVY3","7/7",5
"16109","B001O94E76","A2GKMCO8QDOELK","7/7",4
"16110","B001O94E76","A1MOD3VM1Z5AR0","7/7",3
"16111","B001O94E76","A1ZAJCZHFV7OZD","32/41",2
"16112","B001O94E76","A1J2931UBBJPXM","12/14",5
"16113","B001O94E76","A2W0XAG5IY93P5","9/10",4
"16114","B001O94E76","A1UE6A4URYD7OL","6/6",5
"16115","B001O94E76","A2P0Y85C896QIB","6/6",5
"16116","B001O94E76","ADDDMUNTHYWVR","6/6",5
"16117","B001O94E76","A8UQ0ENR6ENSP","6/6",4
"16118","B001O94E76","A2WAJWFB6ZPEGW","8/9",5
"16119","B001O94E76","A1KIDC8YHS5MPO","5/5",5
"16120","B001O94E76","A2H5W8OJLU1QCP","5/5",5
"16121","B001O94E76","A3UPYGJKZ0XTU4","5/5",4
"16122","B001O94E76","A2WZ1B92F81LJJ","5/5",5
"16123","B001O94E76","A2NJO6YE954DBH","5/5",5
"16124","B001O94E76","A1LNKP2IBYVH90","5/5",5
"16125","B001O94E76","AMTK6J6103WZQ","5/5",4
"16126","B001O94E76","AD39QGHGWAOPQ","5/5",5
"16127","B001O94E76","AUV0EFKWA46TX","5/5",4
"16128","B001O94E76","A32TROEBTUQH71","7/8",5
"16129","B001O94E76","A2KU30ED6XEKKF","4/4",5
"16130","B001O94E76","A3U3AUVDV3BSR0","4/4",5
"16131","B001O94E76","A2D0PI4CACTE7I","4/4",4
"16132","B001O94E76","A2M2E1EDRFK5V7","4/4",2
"16133","B001O94E76","ACEK7NS1YB409","11/14",4
"16134","B001O94E76","A1V2542L08YPYC","20/27",1
"16135","B001O94E76","AH9K6PPVZKVY3","3/3",5
"16136","B001O94E76","AIZIVVY6DFZ72","3/3",2
"16137","B001O94E76","A387BZH5I9M6JW","12/16",4
"16138","B001O94E76","A2CJ2Y5CC72MQ8","5/6",5
"16139","B001O94E76","A29MU4BNEYQMJM","5/6",5
"16140","B001O94E76","AK61LQI92GTCH","4/5",4
"16141","B001O94E76","A24I3BMB9JZC7O","4/5",5
"16142","B001O94E76","A1UI2N2LBGVKC7","4/5",5
"16143","B001O94E76","A3UJY732KS5NOW","6/8",3
"16144","B001O94E76","AXNG2B18BFWTA","8/11",1
"16145","B001O94E76","A3AKPY4LXIC24O","10/14",5
"16146","B000PE0H0E","AGVWTYW0ULXHT","41/41",5
"16147","B000PE0H0E","ALJGXOJOM145S","20/20",5
"16148","B000PE0H0E","A301DYR5ITC6KE","17/17",5
"16149","B000PE0H0E","A1P92Y0RUL4PPT","9/9",5
"16150","B000PE0H0E","A2UUP58XPQW3GF","6/6",4
"16151","B000PE0H0E","A2P49WD75WHAG5","8/9",5
"16152","B000PE0H0E","A2B8GXSCB1R05T","5/5",5
"16153","B000PE0H0E","A11BZ39QSLERNI","4/4",5
"16154","B000PE0H0E","AJRFZ0VZ0LD26","3/3",4
"16155","B000PE0H0E","A1A4G8DM49ZKY4","3/3",5
"16156","B000PE0H0E","A1UP8GH55PM663","9/18",3
"16157","B000PE0H0E","A1PV8CV6D6OQ87","3/9",1
"16158","B000PE0H0E","A22V6D5PON3NAO","4/13",1
"16159","B00005YQY5","A1P05E2SWS6IY","7/7",4
"16160","6303283810.0","A22IZRZUVH6K9J","21/21",5
"16161","790737450.0","A2WUFJHFZU7TZ5","5/6",5
"16162","790737450.0","ABQPBY4VNK40Y","5/7",1
"16163","790737450.0","A319SKSB556033","21/31",1
"16164","792837649.0","A1GHBYDI7YPMR3","3/6",3
"16165","792837649.0","A26VU9LLR9NHSM","3/8",3
"16166","792837649.0","A1PL8JA0TEHBVN","40/42",5
"16167","792837649.0","A3759QIB6KMQZ2","33/34",5
"16168","792837649.0","A6FIAB28IS79","15/15",5
"16169","792837649.0","AVWA8ZLMKO82L","12/12",4
"16170","792837649.0","APLJ9R85ES702","4/5",5
"16171","792837649.0","A1ELW55VCZ1BVB","4/5",4
"16172","792837649.0","A1M9DQDGE07Q0U","6/8",2
"16173","792837649.0","ADS5APY1NKTL4","3/4",4
"16174","B008KEQM3W","A2V89EIZC9GHCB","3/9",1
"16175","B008KEQM3W","A1WRJ1DBU1OVWA","9/9",5
"16176","B008KEQM3W","A1XT8AJB7S9JJG","6/6",4
"16177","B008KEQM3W","A3233NRZAZ2XAA","8/10",2
"16178","B008KEQM3W","A2L2KDRUA8BH6X","3/4",3
"16179","B008KEQM3W","A27F1WYCM6IEYH","6/10",2
"16180","B0002DB568","APMU1HC2OLY11","21/23",1
"16181","B0002DB568","A1MGT4EQOWIHXC","12/14",2
"16182","B0002DB568","A3NUH1FE8DH851","7/9",5
"16183","B00001OWYY","ADTBPD6WD24OI","8/14",1
"16184","B00001OWYY","A231ZCJGWZA38A","35/37",1
"16185","B00001OWYY","A14MSBXURRTA0O","26/27",1
"16186","B00001OWYY","A3GKPMHV4U64IY","50/56",1
"16187","B00001OWYY","A10JYPMHWU7CY2","11/12",1
"16188","B00001OWYY","AI0OAQ6E2O8VF","16/19",1
"16189","B00001OWYY","A3HTAFZQBLXVXU","13/15",1
"16190","B00001OWYY","A336BNQEYO0895","9/10",1
"16191","B00001OWYY","A1TKYAYESYHIA2","10/12",1
"16192","6304466471.0","ABI72YSMS56QW","15/15",5
"16193","6304466471.0","A2TOU0N8XE68W4","12/12",4
"16194","6304466471.0","A3G7BIWDMF9KDH","9/23",3
"16195","6302957532.0","AH0UK2HBUOOX3","8/8",5
"16196","6302957532.0","A3TFKXLNAL4K1Y","7/7",5
"16197","B000A88FA4","A3PH9UHMBAE3V5","6/6",1
"16198","B0007989JI","ABR07M997480C","12/12",5
"16199","B002O3Z4W0","A3LD3VGIWTZ9QJ","3/4",5
"16200","B002O3Z4W0","A17X98K8JT2GZM","7/10",4
"16201","B002O3Z4W0","A2NNZ5EYBXLRI9","4/6",5
"16202","B002O3Z4W0","A2OS0EGIRFFE3C","4/6",5
"16203","B002O3Z4W0","A35XMSURGM0L1N","4/6",3
"16204","B002O3Z4W0","A3DSTOJPRMV674","4/6",4
"16205","B002O3Z4W0","A3D6TFYRMIV3ZL","146/165",5
"16206","B002O3Z4W0","A2EGK0YRDF4ZZB","70/77",5
"16207","B002O3Z4W0","A1HMBIRR0RJ1NI","20/20",5
"16208","B002O3Z4W0","AE12AEJFCOGGY","99/118",4
"16209","B002O3Z4W0","AA9PV73DST0J5","24/26",2
"16210","B002O3Z4W0","A1BAB69JQ88JNF","10/10",5
"16211","B002O3Z4W0","AB4F6UHL20U95","29/35",5
"16212","B002O3Z4W0","AFOK05KDCHSHL","14/16",5
"16213","B002O3Z4W0","AK0CJEO89G3PF","10/11",3
"16214","B002O3Z4W0","A1IKFQSM0NJINB","9/10",5
"16215","B002O3Z4W0","A4H6XZUTBZ11P","8/9",3
"16216","B002O3Z4W0","A1JDDX70A0XUFO","5/5",5
"16217","B002O3Z4W0","AKYK3GRJ2BB0R","5/5",5
"16218","B002O3Z4W0","A150WCSI4Q8MIC","5/5",5
"16219","B002O3Z4W0","A1FXAJODX11WLF","5/5",5
