product_productid,review_userid,review_helpfulness,review_score
B000JGG6T4,A1HO9J4DCQDGP9,36/38,5.0
B000JGG6T4,APDPA11IZPYLN,57/69,4.0
B000JGG6T4,A3GKOMCQTTWPUI,11/11,4.0
B000JGG6T4,A2DSXA1E02C86D,11/11,4.0
B000JGG6T4,A1EYFGY97LZDRU,8/8,5.0
B000JGG6T4,A2UM70SXX6TY30,8/8,4.0
B000JGG6T4,AGKB3TS7PVF51,8/8,5.0
B000JGG6T4,A1R2URG8OHNEDS,12/14,4.0
B000JGG6T4,A3KC4X3EGCNAUI,6/6,5.0
B000JGG6T4,A3ULTHYTFXVSQ5,0/0,5.0
B000JGG6T4,A1F1FOR46702YF,0/0,4.0
B000JGG6T4,A220FJEQNGMSRN,0/0,3.0
B000JGG6T4,A29RPRVTC0UXUH,0/0,5.0
B000JGG6T4,AR62I6Y65Z4BX,0/0,5.0
B000JGG6T4,A3Q1FVRV0CRYTH,0/0,4.0
B000JGG6T4,A8CUTUCJ7V0S,0/0,5.0
B000JGG6T4,AIT2DISY5ISWY,0/0,4.0
B000JGG6T4,A1MLYIYO9O609F,0/0,5.0
B000JGG6T4,A15XY6GGKD3B6D,0/0,4.0
B000JGG6T4,A1NSV82SEQWDBJ,0/0,4.0
B000JGG6T4,A10GHE5EBAQ8R2,0/0,5.0
B000JGG6T4,A6ADO7B6FUVN,0/0,4.0
B000JGG6T4,A1WL2EKE4TAEJP,0/0,5.0
B000JGG6T4,A2B73CL3QSYWLB,0/0,4.0
B000JGG6T4,A2MXT5GIER5RQL,0/0,4.0
B000JGG6T4,A1IOJE0W1NXOSE,0/0,4.0
B000JGG6T4,A726YH0YLB4HR,0/0,5.0
B000JGG6T4,A16CZRQL23NOIW,0/0,4.0
B000JGG6T4,A3LI0U8XKRA0UH,0/0,5.0
B000JGG6T4,A1S2UZT2P0VAYO,0/0,4.0
B000JGG6T4,A1NUNET0L0BFR4,0/0,5.0
B000JGG6T4,A2A6NH6DPE0VXR,0/0,4.0
B000JGG6T4,A2DZC3LSNTDEYF,0/0,5.0
B000JGG6T4,A330SJ7YYEWLRT,0/0,5.0
B000JGG6T4,A1R9GZ8FC44MF5,0/0,5.0
B000JGG6T4,A3EBY0DNOW140H,0/0,5.0
B000JGG6T4,A9G04ZH2474CG,0/0,5.0
B000JGG6T4,A15Q4WFBX48M3C,1/1,4.0
B000JGG6T4,A1065Q31DNPRAN,5/5,5.0
B000JGG6T4,A3H7SRWGAB586B,0/0,5.0
B000JGG6T4,A31M0LLESPRVIW,0/0,5.0
B000JGG6T4,A2TSJWY5QKV2BV,5/8,2.0
B000JGG6T4,A1NSUJJCG73IRF,3/5,3.0
B000JGG6T4,AOQLO5AHYBNZL,3/5,5.0
B000JGG6T4,A1EGDRTJYF3AZK,3/5,5.0
B000JGG6T4,A1LI4328MKMM8W,1/2,5.0
B000JGG6T4,A19YTWA03OLZWZ,1/2,4.0
B000JGG6T4,A3T8G3FN3H3948,1/2,5.0
B000JGG6T4,A5L5ITYHNCJYL,1/2,4.0
B000JGG6T4,ATOSQVSOA3D8Q,1/2,4.0
B000JGG6T4,A1AC14X9IH971J,1/2,4.0
B000JGG6T4,A2KG8WLR1AKO12,1/2,5.0
B000JGG6T4,AB2AQMK9PCWWX,1/2,3.0
B000JGG6T4,A39AWL2FKWDFK6,1/2,4.0
B000JGG6T4,A39A99XOMSRCLA,1/2,5.0
B000JGG6T4,AFJCOP0GKZH6C,1/2,4.0
B000JGG6T4,A3LZGLA88K0LA0,1/2,3.0
B000JGG6T4,A2RRQ3J2BJ0434,1/2,5.0
B000JGG6T4,A2L8CL834RAKA8,1/2,5.0
B000JGG6T4,A152C8GYY25HAH,1/2,3.0
B000JGG6T4,AQ0EO10KTRJ4V,1/2,3.0
B000JGG6T4,A2CA36LT9SXGNI,1/2,5.0
B000JGG6T4,A1L8HRCM60W0W7,1/2,3.0
B000JGG6T4,A2EERM752BMSQD,2/4,3.0
B000JGG6T4,A24R5EW6XJVKC6,2/4,4.0
B000JGG6T4,ADGMIWM567TF7,2/4,3.0
B000JGG6T4,A2FV2C800UB3VA,0/1,2.0
B000JGG6T4,A11LFG1W08QM8Q,0/1,5.0
B000JGG6T4,A3VPVLYYUYR240,0/1,4.0
B000JGG6T4,A1VZ1YSVLS8W0N,0/1,3.0
B000JGG6T4,A4XWVNELTJE5,0/1,4.0
B000JGG6T4,A31W72G582HFP8,0/1,5.0
B000JGG6T4,A3W3HNZG7BK9O9,0/1,5.0
B000JGG6T4,A2NAVQ3RQ1A5A8,0/1,5.0
B000JGG6T4,A18QGP4OREUHYY,0/1,5.0
B000JGG6T4,A3B87UZLPCF0HW,0/1,4.0
B000JGG6T4,AMYW43AHO16SS,0/1,3.0
B000JGG6T4,A8NQZ1E3IX7GM,0/1,4.0
B000JGG6T4,ALX2RTJW3NF0O,0/1,4.0
B000JGG6T4,AJMU8VVFKMZI4,0/1,4.0
B000JGG6T4,A2FPD5N9PM5I6X,0/1,3.0
B000JGG6T4,A199545U14YERT,0/1,5.0
B000JGG6T4,A1039HP05FRO64,0/1,5.0
B000JGG6T4,A3S1G5T9NBTPTM,0/1,5.0
B000JGG6T4,A2D8CUJPOSRPNA,0/1,4.0
B000JGG6T4,ALO9UD98K3A5I,5/5,5.0
B000JGG6T4,A34D06JL7LC6MU,5/5,5.0
B000JGG6T4,A328S9RN3U5M68,5/5,5.0
B000JGG6T4,A11P8ZZN2NRL27,5/5,5.0
B000JGG6T4,A2JO8RUJARRKQI,5/5,5.0
B000JGG6T4,A3U56M0Y8LYO6J,10/12,3.0
B000JGG6T4,A1WB5NZYY5XR8A,17/22,4.0
B000JGG6T4,ASR6EDD3ES7JW,4/4,5.0
B000JGG6T4,A2IHZZLM3F2VYG,4/4,5.0
B000JGG6T4,A6CFS828HFCSA,4/4,5.0
B000JGG6T4,A3UH3X6PZ7WCWG,1/3,3.0
B000JGG6T4,A1C18VWKE3FLZR,1/3,5.0
B000JGG6T4,A11JCUFULFLOYX,1/3,5.0
B000JGG6T4,A1PTK0BXOUEQXR,1/3,4.0
B000JGG6T4,A30RCWSX7EA0VH,1/3,5.0
B000JGG6T4,A2LBG01YBSUP96,1/3,3.0
B000JGG6T4,AI5XPE6P5TSMK,1/3,4.0
B000JGG6T4,A2HW33PQSRHLNO,1/3,4.0
B000JGG6T4,AM52YAZKAVJ7D,2/5,3.0
B000JGG6T4,AUC04ZO8CPVYG,2/5,5.0
B000JGG6T4,AAECAHBNP1VD2,3/7,3.0
B000JGG6T4,A2DSN56RQA699G,0/2,4.0
B000JGG6T4,AGANVZTTK2BOE,0/2,5.0
B000JGG6T4,A23TXLU1URF856,0/2,5.0
B000JGG6T4,A2AKFJOWF71WGV,0/2,4.0
B000JGG6T4,ABO2ZI2Y5DQ9T,0/2,4.0
B000JGG6T4,A3493E2J8GDD0J,4/9,2.0
B000JGG6T4,A3OO5ZH1EFWNS4,1/4,4.0
B000JGG6T4,A36X22VTC228RQ,1/4,3.0
B000JGG6T4,A5VFVZGBUANN3,1/4,3.0
B000JGG6T4,A36LFS940DXTE1,1/4,2.0
B000JGG6T4,A2CDMCG1Z84A51,2/6,3.0
B000JGG6T4,AJKWF4W7QD4NS,0/3,3.0
B000JGG6T4,AFOWJETOGFE35,0/3,5.0
B000JGG6T4,A15Q7ABIU9O9YZ,0/3,5.0
B000JGG6T4,A2R1HAXRNU0QX7,1/5,3.0
B000JGG6T4,A1WB54Z6LOQWGY,1/5,3.0
B000JGG6T4,A32BHDDDOLQUR8,1/9,2.0
B000JGG6T4,A3QJU4FEN8PQSZ,0/11,2.0
B000JGG6T4,AG6UYD56VHOG1,8/30,1.0
B000JGG6T4,AVYPOYFT320BU,13/48,1.0
B000JGG6T4,A6R2IFTURFKRG,6/35,1.0
B000JGG6T4,A1CDVFUONTTO17,3/28,1.0
B000JGG6T4,A3M5O6UHXO9IBU,4/31,1.0
B000JGG6T4,AH0A84QM0CLG7,4/31,1.0
B000JGG6T4,A17ZLLUYLS1YYO,5/34,1.0
B000JGG6T4,AJ9FC1GZOTA1O,7/40,1.0
B000JGG6T4,A1JU91VATJWU7M,3/29,1.0
B000JGG6T4,AXO7L3S6K36ZB,3/29,1.0
B000JGG6T4,A2L9EJ9ILZIEH1,3/30,1.0
B000JGG6T4,AB4MB7S796GNJ,4/4,5.0
B000JGG6T4,A457S8SW690NM,4/4,5.0
B000JGG6T4,A1CDZNPO7U4E6N,4/4,5.0
B000JGG6T4,A2CE8E6JN8HGDT,4/4,5.0
B000JGG6T4,A3SVDTA6TARKIY,4/4,5.0
B000JGG6T4,A227W68AAPT39,4/4,5.0
B000JGG6T4,A1XY3SJZLJIXSI,4/4,4.0
B000JGG6T4,A20L3YKLJA2G95,4/4,5.0
B000JGG6T4,A3CIH3P8UDB6GR,4/4,4.0
B000JGG6T4,A36EW68H08UOCS,6/7,3.0
B000JGG6T4,A32XW50ILWOXNO,8/10,3.0
B000JGG6T4,A2O91YORQH16L5,3/3,5.0
B000JGG6T4,AO38Q8WVG7LDU,3/3,5.0
B000JGG6T4,A1RDYLNMGWXE95,3/3,5.0
B000JGG6T4,A3QKFZ5R4HI5E8,3/3,5.0
B000JGG6T4,A3MUFQFWM238ZL,3/3,5.0
B000JGG6T4,A2KD62P971YDYL,3/3,5.0
B000JGG6T4,A3DSK0TRTATD7D,3/3,5.0
B000JGG6T4,A1QXAS28S4IHAP,3/3,5.0
B000JGG6T4,A143EBDELBQ1I8,3/3,5.0
B000JGG6T4,A2MF2QVSCUI27G,3/3,5.0
B000JGG6T4,A1XU2VGHMZEHG4,3/3,5.0
B000JGG6T4,A2ZE73RFY0GD3K,3/3,5.0
B000JGG6T4,A2LL3KMXB17PQP,3/3,4.0
B000JGG6T4,A3PCIH7XDZGLHL,3/3,4.0
B000JGG6T4,AP5MAXBH03H4T,3/3,5.0
B000JGG6T4,A3NMEF3MJ0A3PL,3/3,5.0
B000JGG6T4,A3LZBOBV9H1HDV,3/3,5.0
B000JGG6T4,A3UX4OH0192K20,3/3,5.0
B000JGG6T4,A1BNBWFVC5EO9Y,5/6,5.0
B000JGG6T4,A1O0LRICJIAFW5,5/6,5.0
B000JGG6T4,A1JTLCUXLBAUQ1,2/2,5.0
B000JGG6T4,A10B5LNQ2P4PMS,2/2,5.0
B000JGG6T4,AQ3NZI9CPCEU,2/2,5.0
B000JGG6T4,A1MK0L73AKVQ8U,2/2,5.0
B000JGG6T4,A293HA28PN3VO4,2/2,4.0
B000JGG6T4,A16QJ649N8PRV,2/2,5.0
B000JGG6T4,A39CX0EE4BZCZC,2/2,5.0
B000JGG6T4,AHABFECTNE15I,2/2,4.0
B000JGG6T4,A2YM3KILJ1G0YJ,2/2,5.0
B000JGG6T4,A11PTCZ2FM2547,2/2,4.0
B000JGG6T4,A1IFIP8W9A58ES,2/2,5.0
B000JGG6T4,AEVVHC08YE8T2,2/2,5.0
B000JGG6T4,A2NK438ZN6DSAF,2/2,4.0
B000JGG6T4,A36AIK1DQPSRNT,2/2,5.0
B000JGG6T4,A1ZH9LWMX5UCFJ,2/2,4.0
B000JGG6T4,A3VDWPYWFGU2W1,2/2,5.0
B000JGG6T4,A7VCK76U0QOQ1,2/2,5.0
B000JGG6T4,AIFXFHO2N9WJB,2/2,5.0
B000JGG6T4,A244P3YXH9U4F0,2/2,4.0
B000JGG6T4,A1WSP0R4S4QAOX,2/2,5.0
B000JGG6T4,A3KXV8AFQ550DY,2/2,4.0
B000JGG6T4,A1IBE43E4RLWKM,2/2,5.0
B000JGG6T4,A2TDK8D4HEMUYW,2/2,4.0
B000JGG6T4,A1N8K6BY0H5P23,2/2,5.0
B000JGG6T4,A8TM0MI3D9T29,2/2,5.0
B000JGG6T4,A2HX9HXIHPL4ZE,2/2,5.0
B000JGG6T4,ALJGB7XHPFCR,2/2,4.0
B000JGG6T4,A11B61QBGHLQDN,2/2,5.0
B000JGG6T4,APDUCWHP5J905,2/2,5.0
B000JGG6T4,A2WP0GOTX13MG4,2/2,4.0
B000JGG6T4,A3VTCJCX8YQSK0,2/2,5.0
B000JGG6T4,A1PJFZUTHOA80M,2/2,5.0
B000JGG6T4,A19NKDD6616OWC,2/2,5.0
B000JGG6T4,AS28WVBBZ3G99,2/2,4.0
B000JGG6T4,A2YJ2WKJAZLM8P,2/2,3.0
B000JGG6T4,A4FXSQP6P27EA,2/2,4.0
B000JGG6T4,A2JHHYYOOO4DS6,2/2,5.0
B000JGG6T4,A30MWXBI56IDOH,2/2,5.0
B000JGG6T4,AQP1VPK16SVWM,2/2,4.0
B001C3531A,A17FLA8HQOFVIG,7/8,4.0
B001C3531A,AMTHGDY4ZSYPZ,11/14,5.0
B001C3531A,A3UPYGJKZ0XTU4,5/6,3.0
B001C3531A,A23IV3DK4EAXJH,11/15,4.0
B001C3531A,A28TBJQ8SU7XFH,0/0,3.0
B001C3531A,A3UDYY6L2NH3JS,0/0,4.0
B001C3531A,A1IN3AZD6NZRSG,0/0,3.0
B001C3531A,A1TPW86OHXTXFC,4/7,3.0
B001C3531A,A2NJO6YE954DBH,2/4,3.0
B001C3531A,AKV4KNED39L68,1/3,2.0
B001C3531A,A34UFYMOMMRSMQ,1/3,2.0
B001C3531A,A1DZKOOMMJM1MI,4/8,2.0
B001C3531A,AAIT7YRGGLXTH,6/12,1.0
B001C3531A,A16CZRQL23NOIW,1/4,4.0
B001C3531A,A27DRF925AA53Q,5/11,1.0
B001C3531A,A14KZ7SDKMFIZ5,2/6,2.0
B001C3531A,A3PJXZOYC8026Z,3/8,1.0
B001C3531A,A2RV7J9ZBQVVF6,3/8,1.0
B001C3531A,A2UM70SXX6TY30,5/12,1.0
B001C3531A,A1Q74QURSZ4LEH,1/5,3.0
B001C3531A,AZI0O32W4ZYGH,1/5,1.0
B001C3531A,A3SF2N0BJF0YJS,6/15,1.0
B001C3531A,A1T1SKFREI2MF6,5/14,1.0
B001C3531A,A1W501XN6RGITN,1/7,1.0
B001C3531A,A3R36DZQEWNVJ1,1/8,1.0
B001C3531A,A2R5DAW9XEEJV5,2/10,1.0
B001C3531A,A1J328AE7EI0J0,4/15,1.0
B00006JE09,A348P63LKEES3Z,20/20,3.0
B00006JE09,AOTB1671D35HU,21/22,2.0
B00006JE09,AZTAC5WZ4QDRN,32/38,1.0
B00006JE09,A1XNZ8J92PLMBO,13/14,1.0
B00006JE09,AR7NK1XK62ACD,18/21,1.0
B00006JE09,AFXMTGF9XLJM1,14/16,1.0
B00006JE09,A21A6APNC914RL,13/15,1.0
B00006JE09,AF1G1PD4NQ2JY,7/7,1.0
B00006JE09,A3M3M2E5N6YOMA,9/10,1.0
B00006JE09,A1DXCW036S68X8,9/10,1.0
B00006JE09,A1YY0B9BBYSGI7,9/10,1.0
B00006JE09,AXR4J837NW06T,11/13,1.0
B00006JE09,A21EXI9FRN0F19,11/13,1.0
B00006JE09,ARVD6Y9Z1E4D4,11/13,1.0
B00006JE09,A2FISJUY9U02T0,8/9,1.0
B00006JE09,A2B528G75QNHSZ,5/5,1.0
B00006JE09,A22GHD1G3OQTED,6/7,4.0
B00006JE09,A1AH4O9HJT1QOW,8/13,5.0
B00006JE09,A3TJ9QFEY9RDJE,9/15,5.0
B00006JE09,A3VNG772IN3E78,5/9,5.0
B00006JE09,A3HP9V1D67866V,5/9,5.0
B00006JE09,A2HGIU7849XJZH,0/1,5.0
B00006JE09,AOL9VAFOCYCJZ,1/3,1.0
B00006JE09,A6HM64K4F798M,7/13,4.0
B00006JE09,A245F92LBI2LP0,12/23,5.0
B00006JE09,A3ATTCCO32ZXET,6/13,3.0
B00006JE09,A35VBOWHTE7LY5,3/8,4.0
6305176299.0,A35EHOICM6VEL3,0/0,5.0
6305176299.0,A230980T2K5AG3,0/0,5.0
6305176299.0,A3QSYD9EOX6BTP,0/0,5.0
6305176299.0,A3I2XMVQ71IZS8,0/0,4.0
6305176299.0,A19H6X0081NFVO,0/0,5.0
6305176299.0,A2B1A6TJTCOG6T,0/0,5.0
6305176299.0,AEMZRE6QYVQBS,0/0,4.0
6305176299.0,A15OIIXX6Z0PAW,0/0,5.0
6305176299.0,A157XTSMJH9XA4,0/0,5.0
6305176299.0,A1IKOYZVFHO1XP,0/0,5.0
6305176299.0,A1AISPOIIHTHXX,0/0,5.0
6305176299.0,A82LIVYSX6WZ9,0/0,5.0
6305176299.0,A3TUZOJZM9008Y,0/0,4.0
6305176299.0,A2XVRCU5DQBULH,0/0,5.0
6305176299.0,A28HK51N5DJTFI,0/0,4.0
6305176299.0,A2ZVERVFM25MJT,0/0,4.0
6305176299.0,AELSTEJJO90M7,0/0,5.0
6305176299.0,A2LSRBVD2MK3PL,0/0,5.0
6305176299.0,A2JE5QU4WCXKVR,0/0,5.0
6305176299.0,A2ZHZ8ZTHJKOS0,5/8,2.0
6305176299.0,A2R4XG0L7Z01V8,3/5,5.0
6305176299.0,A3SAU1A0IEYDNX,3/5,5.0
6305176299.0,A337X8FQWDIJ9L,46/47,5.0
6305176299.0,A29R4FCO6RFX4K,40/44,5.0
6305176299.0,A1OGPR0AKZ4K7D,27/30,5.0
6305176299.0,AFOK05KDCHSHL,11/11,4.0
6305176299.0,ALR35EFI69S5R,7/7,5.0
6305176299.0,A3GIEPXOSNEQT3,7/7,3.0
6305176299.0,A13F2IV3ME23R,4/4,5.0
6305176299.0,AYWIO6OYAGFGQ,4/4,5.0
6305176299.0,A2LW9E5PPXWOHN,1/2,4.0
6305176299.0,AJKWF4W7QD4NS,1/2,5.0
6305176299.0,A3BBD1I8VTC7NH,2/4,3.0
6305176299.0,A267IXCC7UK1HY,0/1,3.0
6305176299.0,AOFOSLWLQDMC7,0/1,5.0
6305176299.0,A2GFQLLWXY1PHM,0/1,5.0
6305176299.0,A3U29LBT749HJ0,0/1,5.0
6305176299.0,A1BOQ0OJG41WNQ,0/1,5.0
6305176299.0,A3QLAOOTFEHCJI,0/1,4.0
6305176299.0,A2CNERN52PN1PC,0/1,5.0
6305176299.0,A38JRUOZOF3V73,0/1,5.0
6305176299.0,A11PTCZ2FM2547,0/1,4.0
6305176299.0,A3N8RZSXKN1OR2,0/1,4.0
6305176299.0,A1S03KIDKMYMQE,0/1,5.0
6305176299.0,A1XI33FW1G2S7P,0/1,5.0
6305176299.0,A1OHZMP5MVT0RP,0/1,5.0
6305176299.0,A3LZGLA88K0LA0,0/1,4.0
6305176299.0,ATOSQVSOA3D8Q,0/1,5.0
6305176299.0,AD4I990C6W5DC,0/1,5.0
6305176299.0,A2T7I92XX8MCU7,0/1,5.0
6305176299.0,A38EQCXYMH63QX,0/1,5.0
6305176299.0,A3EFGZBIKEZBL0,0/1,5.0
6305176299.0,A3JGPO77OQC2S6,9/16,2.0
6305176299.0,ATSL9CACR3G5A,1/3,5.0
6305176299.0,A10ODC971MDHV8,1/3,4.0
6305176299.0,A1G5LJ8T1IGYC5,1/3,5.0
6305176299.0,A3RA560QMMA3TX,1/3,5.0
6305176299.0,A3DSC3FFBC0LKC,1/3,4.0
6305176299.0,A3K501DPPEX6RP,1/4,5.0
6305176299.0,ACO20QL72D1E6,1/4,5.0
6305176299.0,A3L3EEJYMUPM02,1/4,4.0
6305176299.0,A3TUZOJZM9008Y,2/6,5.0
6305176299.0,A2RCW0WT2U6CBJ,6/7,3.0
6305176299.0,AE12AEJFCOGGY,6/7,4.0
6305176299.0,A34D06JL7LC6MU,3/3,5.0
6305176299.0,A22AD8M2SSOFHJ,3/3,5.0
6305176299.0,A3GA09FYFKL4EY,3/3,5.0
6305176299.0,A29R4FCO6RFX4K,3/3,5.0
6305176299.0,AUGABW5AS2OXM,3/3,5.0
6305176299.0,A1QVFHPY8418HC,3/3,5.0
6305176299.0,A1ER6IYOMM8VCT,3/3,5.0
6305176299.0,A3EO67BDYLL0XU,3/3,4.0
6305176299.0,A225G2TFM76GYX,3/3,4.0
6305176299.0,A2HMHN6Y9VX18K,3/3,5.0
6305176299.0,A165E7DOP8MN9,11/15,5.0
6305176299.0,A9294F8S2LU09,2/2,5.0
6305176299.0,A2T2MYZEB81NOQ,2/2,5.0
6305176299.0,A16BJ43Z46QS3N,2/2,5.0
6305176299.0,AP9RVNCXHB3OB,2/2,5.0
6305176299.0,A29COAL60SB48B,2/2,5.0
6305176299.0,A1ZOF747O5EB6R,2/2,5.0
6305176299.0,A2MS6UV7ZGTMLR,2/2,4.0
6305176299.0,A2PXHFGJZBNLXB,2/2,5.0
6305176299.0,A2WSI8HOWHFDOT,2/2,5.0
6305176299.0,A2TDK8D4HEMUYW,2/2,5.0
6305176299.0,A3EVIJQ5FWYD0W,2/2,4.0
6305176299.0,AZUORP78EO7G1,1/1,5.0
6305176299.0,A2ER0WOF9W8D26,1/1,5.0
6305176299.0,A41I67QYRAOSQ,1/1,4.0
6305176299.0,A2PV6GK1HV54Y9,1/1,5.0
6305176299.0,A23HTHSRWOI7Y0,1/1,5.0
6305176299.0,AKIQLINBQMZSM,1/1,5.0
6305176299.0,A1GB1Q193DNFGR,1/1,5.0
6305176299.0,A1BJOEQSRX2IBM,1/1,4.0
6305176299.0,A2QRB6L1MCJ53G,3/4,5.0
6305176299.0,A2GXY52HJPW9DT,0/0,5.0
6305176299.0,AN0JAWR90UB7V,0/0,5.0
6305176299.0,AJIMVM37KL2EQ,0/0,5.0
6305176299.0,A3B049LZOP1Y3R,0/0,5.0
6305176299.0,A26ZB921D0ZI5L,0/0,5.0
6305176299.0,A35ZK3M8L9JUPX,0/0,5.0
6305176299.0,AER15RIMV8E6D,0/0,5.0
6305176299.0,AR0XYX2ASHD3,0/0,5.0
6305176299.0,A1LRMMVMPR9CGR,0/0,5.0
6305176299.0,A1FMJJKSVQDDQ,0/0,5.0
B000A9QKL4,A2QQHIY23PL7H3,11/11,4.0
B000A9QKL4,AYG1U47VFZ165,11/12,4.0
B000A9QKL4,A31U2QT7SAL7K,9/10,5.0
B000A9QKL4,A2ZY10D580TMWA,8/9,3.0
B000A9QKL4,AZ78HT7H9DVJG,4/4,5.0
B000A9QKL4,A1534MBU6VJXYN,4/4,5.0
B000A9QKL4,A2O1X1FV6I8ZQH,2/2,4.0
B000A9QKL4,A313FHXGRZNB68,2/2,4.0
B000A9QKL4,AIFXFHO2N9WJB,2/2,3.0
B000A9QKL4,A7Y6AVS576M03,2/2,4.0
B000A9QKL4,A1COW0UIB5HA9J,1/1,5.0
B000A9QKL4,A3146M037WI0WM,1/1,3.0
B000A9QKL4,A7Y6AVS576M03,1/1,4.0
B000A9QKL4,ALXNJZDCLLLGP,1/1,5.0
B000A9QKL4,ALXNJZDCLLLGP,1/1,5.0
B000A9QKL4,A2JG0Z691ZEC5,1/1,5.0
B000A9QKL4,AIMR915K4YCN,1/1,5.0
B000A9QKL4,A2UL0A8GJB4318,1/1,4.0
B000A9QKL4,A3NXFFS4L2J6U1,1/1,4.0
B000A9QKL4,A1EKZT4GF1KUFH,1/1,4.0
B000A9QKL4,AY8C0WLCA5GD2,0/0,3.0
B000A9QKL4,A3JQ4UTQN7JWWA,0/0,4.0
B000A9QKL4,A1LH359HERJIKL,0/0,5.0
B000A9QKL4,A1DG9AGYE4G8LQ,0/0,4.0
B000A9QKL4,A31VY2MPC5YT1Z,0/0,4.0
B000A9QKL4,A2T7TZBOTP68C7,0/0,5.0
B000A9QKL4,A3FNOMJG1MKQYG,0/0,5.0
B000A9QKL4,A2XVRCU5DQBULH,0/0,3.0
B000A9QKL4,A2LZWOWISA7RS7,0/0,5.0
B000A9QKL4,A2LZWOWISA7RS7,0/0,4.0
B000A9QKL4,A3EOHYIHQM3KK,0/0,3.0
B000A9QKL4,A18Q30QKLGFGNU,0/1,5.0
B003ZYF2YW,A3NGYWSX99P7PL,9/11,5.0
6302420709.0,A1U6EPD2QODHYX,0/0,5.0
B001TJKVVO,A1IPEU4U4L9T30,0/0,1.0
B001TJKVVO,A3M4331F054PY8,0/0,4.0
B000F2BWQ4,A304V4Z16V3ZFJ,3/3,5.0
B002YSVZX2,A3ZVT943RJ3J2,6/6,5.0
B002YSVZX2,A3J8VQJ69CWKH4,5/5,5.0
B002YSVZX2,A1MMWID822EN70,6/7,4.0
B002YSVZX2,A27TM9N5NWVCEU,8/11,3.0
B002YSVZX2,AN6UWFKANFK7D,1/1,5.0
B002YSVZX2,A3QHIH7C3H81EH,1/1,3.0
B002YSVZX2,A1ZQV4PV6U3JNH,1/1,5.0
B002YSVZX2,AC8PD5SMYCI1W,0/0,5.0
B002YSVZX2,A2T2RJFMP9DNY2,0/0,5.0
B00006SKT1,A2EXDP1BBSAFQ6,25/27,5.0
B00006SKT1,A1AC9S8U66SNMU,12/12,5.0
B00006SKT1,ALN0TTRTLHA4E,12/37,1.0
B000VEA3GG,A2WL1AQTU4N30B,1/1,5.0
630116976X,A2MB0FJC95Y9TN,25/25,5.0
630116976X,A2QGGJ0YMG3W,0/0,5.0
630116976X,A2TSRT6BESH4M,2/4,2.0
B0049UVAXS,A1IXNVYUF3L7IN,1/1,5.0
B0049UVAXS,A2WXTQW0HDVVC6,3/4,5.0
B0049UVAXS,AXL92T4AGO78T,2/3,5.0
B000SNUNXI,A3QL16TBWHUO34,13/14,4.0
B000SNUNXI,A3RR2P5IS3DGPR,0/0,3.0
B005TZFYUM,A27H9DOUGY9FOS,9/9,5.0
B005TZFYUM,A3M2MGMA3891EI,4/4,5.0
B005TZFYUM,A3TYC8T6W81DDB,8/10,4.0
B005TZFYUM,AAZRWLML88IZK,2/2,5.0
B005TZFYUM,A39T4GBHY6XXYX,1/1,3.0
B005TZFYUM,AYG1U47VFZ165,1/1,5.0
B005TZFYUM,AGBZLRZ3POGOO,1/1,5.0
B005TZFYUM,A27H9DOUGY9FOS,1/1,5.0
B005TZFYUM,A1J0WH3I6YL9KZ,0/0,4.0
B005TZFYUM,ABO2ZI2Y5DQ9T,0/0,5.0
B005TZFYUM,A1KJ00IG03MK2R,0/0,5.0
B005TZFYUM,A1VJ7HYM1EC94M,0/0,5.0
B005TZFYUM,A1GNYV0RA0EQSS,0/0,4.0
B005TZFYUM,A1D4O9YURHZOTG,0/0,4.0
B005TZFYUM,AL9WKVMRI6GFB,0/0,4.0
B005TZFYUM,A21VQDGHP3T7Y,0/0,5.0
B005TZFYUM,AVR3F6VQYIMZW,0/0,4.0
B005TZFYUM,A3UPYGJKZ0XTU4,0/0,4.0
B005TZFYUM,A29XKBB6SEYTN6,0/0,4.0
B005TZFYUM,AP6L54VTCJKCQ,0/0,5.0
B005TZFYUM,A2C8UT4BMRQP10,0/0,5.0
B005TZFYUM,ADBAJLF1ZJ0TB,0/0,5.0
B005TZFYUM,A1DTCJV6KOMJOA,0/0,5.0
B005TZFYUM,A1BQTYVTL2W9RN,0/0,4.0
B005TZFYUM,A3MHGA6BJJ7P27,0/0,4.0
B005TZFYUM,A1JZFGZEZVWQPY,0/0,4.0
B005TZFYUM,ADFLPF6FI3W0O,0/0,5.0
B005TZFYUM,A1VBDMNT6I8RE5,0/0,5.0
B005TZFYUM,ASKH6TPNTTAFS,0/0,5.0
B005TZFYUM,A3R56AWX8PRQLP,0/0,4.0
B005TZFYUM,A27H9DOUGY9FOS,0/0,5.0
B005TZFYUM,A2IY9M330NKBW6,0/0,4.0
B005TZFYUM,A2IYXJVQIACHVI,0/0,5.0
B005TZFYUM,AIJQU979J6UFY,0/0,5.0
B005TZFYUM,A1K2337JGCFRWY,0/0,5.0
B005TZFYUM,A2OJCTT5WLB2HR,2/4,3.0
B005TZFYUM,A2M1MNG7G40V85,0/1,3.0
B005TZFYUM,AMUP8DYE7EAN2,0/1,3.0
B005TZFYUM,A365J1ESBPLXLJ,0/1,3.0
B005TZFYUM,A3415H58HNGQFV,0/2,4.0
B005TZFYUM,A2GA2SO3YK6CXI,0/2,5.0
