"","V1","product_productid","review_userid","review_helpfulness","review_score","V1","V2"
"14706","14706","B0083SI986","A1LO4ZY3TT7N4","4/25",1,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14707","14707","B0083SI986","A30N0Q5NFJXEA6","4/25",2,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14708","14708","B0083SI986","AJIT88JWE7PNS","8/49",1,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14709","14709","B0083SI986","ASVND78RMD7CO","4/38",2,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14710","14710","B0083SI986","AFIC7P061OOHP","5/43",1,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14711","14711","B0083SI986","A2Z1OFP7850LW2","13/74",1,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14712","14712","B0083SI986","A3DHQ5WO80X1IZ","9/60",2,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14713","14713","B0083SI986","AR7NRYMBAJHB5","4/47",1,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14714","14714","B0083SI986","A12WYMING62U81","14/89",1,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14715","14715","B0083SI986","AMQSUJM8BC44P","5/54",1,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14716","14716","B0083SI986","A3SS0WP1CE9W0L","10/76",1,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14717","14717","B0083SI986","A8TPD2XZA5KDN","4/52",1,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14718","14718","B0083SI986","A3HU8PJOJAPNJB","7/66",1,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14719","14719","B0083SI986","A3T9AU6OZJO0WT","8/71",1,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14720","14720","B0083SI986","A1X6A6SR98EBWK","7/67",1,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14721","14721","B0083SI986","A156U7RAVY4ZSZ","7/68",1,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14722","14722","B0083SI986","A3LTTLIH9FM2KV","12/97",1,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14723","14723","B0083SI986","A3L5ZVK9WV5JTB","12/97",1,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14724","14724","B0083SI986","A1CT67NZXORBA","14/177",1,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14725","14725","B0083SI986","A35LWA8VY66G8F","12/163",1,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14726","14726","B0083SI986","A2824S6AX0HSWU","4/4",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14727","14727","B0083SI986","A2KTRO275LJY1R","4/4",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14728","14728","B0083SI986","ADIY3IXY2FDJQ","4/4",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14729","14729","B0083SI986","A24WU0OPOLHRIT","4/4",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14730","14730","B0083SI986","A2OF5D63JV4QKZ","4/4",4,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14731","14731","B0083SI986","AR2CMN1K9D4YE","4/4",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14732","14732","B0083SI986","A3SU3TXON36T0X","4/4",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14733","14733","B0083SI986","A3FS3Z6BL599V6","4/4",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14734","14734","B0083SI986","A3K3B6042QQF8F","4/4",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14735","14735","B0083SI986","A1J5TC13BSPA2M","4/4",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14736","14736","B0083SI986","ANBOOQR5NVJPM","4/4",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14737","14737","B0083SI986","A2QFD235I8P2N4","4/4",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14738","14738","B0083SI986","A1S3IEVZI29T7H","4/4",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14739","14739","B0083SI986","A2B3A8NQIHITO8","4/4",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14740","14740","B0083SI986","A2B73CL3QSYWLB","4/4",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14741","14741","B0083SI986","A3OIE7IE9LTPJG","4/4",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14742","14742","B0083SI986","A16QJ649N8PRV","4/4",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14743","14743","B0083SI986","A3M6RVUVZOQZLB","4/4",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14744","14744","B0083SI986","A1J03J0HZ7KU5T","4/4",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14745","14745","B0083SI986","A2OHMK8VVYAHWS","4/4",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14746","14746","B0083SI986","AC679FGCG8HJI","4/4",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14747","14747","B0083SI986","A247PAL97GBF03","4/4",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14748","14748","B0083SI986","A22FOZ8JT0BJ80","4/4",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14749","14749","B0083SI986","A2D9KKQQYWUTBL","4/4",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14750","14750","B0083SI986","A23BUI9NSDYUTY","4/4",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14751","14751","B0083SI986","A2Y29MTWW05WBN","4/4",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14752","14752","B0083SI986","AK54L4W5Q3QM7","4/4",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14753","14753","B0083SI986","A3RRSDA84DPI72","4/4",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14754","14754","B0083SI986","A1TX029P4YASWN","4/4",4,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14755","14755","B0083SI986","A776ID4VV9L3G","6/7",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14756","14756","B0083SI986","A31I3HXMD5H1EL","6/7",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14757","14757","B0083SI986","ASH9K3TIRDZ6F","6/7",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14758","14758","B0083SI986","A28HKYKRXQ0884","13/17",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14759","14759","B0083SI986","A2OR2JP2ECO53V","3/3",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14760","14760","B0083SI986","AJRKHPQCXSASZ","3/3",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14761","14761","B0083SI986","A34H90POFYRHGT","3/3",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14762","14762","B0083SI986","A1TIKW7ECJGVQQ","3/3",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14763","14763","B0083SI986","A3NKRH3TJ4DPVI","3/3",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14764","14764","B0083SI986","A7CQ5ZO3ZY2YG","3/3",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14765","14765","B0083SI986","A3I69IXPTDVKQF","3/3",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14766","14766","B0083SI986","AIWIVN4UAFCA4","3/3",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14767","14767","B0083SI986","A36QYTMMJ0O2IZ","3/3",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14768","14768","B0083SI986","A22BPC7LRSGSYQ","3/3",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14769","14769","B0083SI986","A1PJ1SYPTITGZZ","3/3",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14770","14770","B0083SI986","A1RTUPXKVAUUI0","3/3",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14771","14771","B0083SI986","A2816Q8A9H6DLS","3/3",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14772","14772","B0083SI986","A3QM973QSAPMU0","3/3",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14773","14773","B0083SI986","ACDLSSILZ1BTA","3/3",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14774","14774","B0083SI986","A1YVDY3TISDRE1","3/3",5,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14775","14775","B0083SI986","A3C6CZC2JP67VK","3/3",4,"Gran Torino (Blu-ray/DVD Combo) [Blu-ray]","Action & Adventure"
"14776","14776","B001QVG86C","A1ONF8C5G1PO9Y","10/10",5,"Best Friends (1982)","Comedy - Romantic"
"14777","14777","B001QVG86C","A1WDFSICN421XU","10/10",5,"Best Friends (1982)","Comedy - Romantic"
"14778","14778","B001QVG86C","A1W6AMIGHPX3UQ","5/8",3,"Best Friends (1982)","Comedy - Romantic"
"14779","14779","B001QVG86C","A1ZH086GZYL5MZ","4/7",3,"Best Friends (1982)","Comedy - Romantic"
"14780","14780","B004EPYZHQ","A27H9DOUGY9FOS","23/24",4,"An Idiot Abroad","Comedy - Romantic"
"14781","14781","B004EPYZHQ","AIY4H4KWR2KWZ","17/20",5,"An Idiot Abroad","Comedy - Romantic"
"14782","14782","B004EPYZHQ","A1UOTG037037XY","4/4",4,"An Idiot Abroad","Comedy - Romantic"
"14783","14783","B004EPYZHQ","A1UK16XM4017TF","3/3",5,"An Idiot Abroad","Comedy - Romantic"
"14784","14784","B004EPYZHQ","A10BHPCW8Q6MAQ","3/3",5,"An Idiot Abroad","Comedy - Romantic"
"14785","14785","B004EPYZHQ","AJ7SKEX269O9U","6/8",5,"An Idiot Abroad","Comedy - Romantic"
"14786","14786","B00008WJDB","A3MLO4GAD2O9DL","6/6",3,"Night Train (Special Edition)","Comedy - Romantic"
"14787","14787","B00008WJDB","AK61LQI92GTCH","6/6",4,"Night Train (Special Edition)","Comedy - Romantic"
"14788","14788","B00008WJDK","A26HFSVLAGULIM","31/36",5,"Baby Songs: Original","Comedy - Romantic"
"14789","14789","B00008WJDK","A3QY2B5J90POMC","15/17",3,"Baby Songs: Original","Comedy - Romantic"
"14790","14790","B00008WJDK","AUCLCKDX4C2T1","3/3",5,"Baby Songs: Original","Comedy - Romantic"
"14791","14791","B00008WJDJ","AH9K6PPVZKVY3","21/21",4,"End of St Petersburg [VHS]","Comedy - Romantic"
"14792","14792","B00008WJDJ","A1HKUHU8RIEKAW","14/14",4,"End of St Petersburg [VHS]","Comedy - Romantic"
"14793","14793","B00008WJDJ","AT07UZQQR7ZEH","8/10",5,"End of St Petersburg [VHS]","Comedy - Romantic"
"14794","14794","B00008WJDJ","A3UDYY6L2NH3JS","4/5",5,"End of St Petersburg [VHS]","Comedy - Romantic"
"14795","14795","B00008WJDH","A37N7AXURI5P0Q","90/96",5,"Man With A Movie Camera [VHS]","Comedy - Romantic"
"14796","14796","B00008WJDH","A3R2YB0WTTB0IJ","54/59",5,"Man With A Movie Camera [VHS]","Comedy - Romantic"
"14797","14797","B00008WJDH","A2R6RA8FRBS608","14/14",5,"Man With A Movie Camera [VHS]","Comedy - Romantic"
"14798","14798","B00008WJDH","AK61LQI92GTCH","15/16",5,"Man With A Movie Camera [VHS]","Comedy - Romantic"
"14799","14799","B00008WJDH","A3RARIS1ZUJOG3","8/8",5,"Man With A Movie Camera [VHS]","Comedy - Romantic"
"14800","14800","B00008WJDH","A7OBFVHNJGI2A","7/7",5,"Man With A Movie Camera [VHS]","Comedy - Romantic"
"14801","14801","B00008WJDH","A1GPSYLKKZQ9O2","9/10",4,"Man With A Movie Camera [VHS]","Comedy - Romantic"
"14802","14802","B00008WJDH","A2BIK37ZMXKW91","8/9",5,"Man With A Movie Camera [VHS]","Comedy - Romantic"
"14803","14803","B00008WJDH","A2EDZH51XHFA9B","5/5",4,"Man With A Movie Camera [VHS]","Comedy - Romantic"
"14804","14804","B00008WJDH","AGVWTYW0ULXHT","4/4",5,"Man With A Movie Camera [VHS]","Comedy - Romantic"
"14805","14805","B00008WJDH","A21SSHLOYKRJ5D","3/3",5,"Man With A Movie Camera [VHS]","Comedy - Romantic"
"14806","14806","B00008WJDH","ANYWPIGSTKRO1","5/6",5,"Man With A Movie Camera [VHS]","Comedy - Romantic"
"14807","14807","B00008WJDH","A2FZW6I4S86DLD","5/6",4,"Man With A Movie Camera [VHS]","Comedy - Romantic"
"14808","14808","B00008WJDH","A14CC5FIPR5YVF","4/5",4,"Man With A Movie Camera [VHS]","Comedy - Romantic"
"14809","14809","B00008WJDH","A2EWOM159WHT7U","3/4",5,"Man With A Movie Camera [VHS]","Comedy - Romantic"
"14810","14810","B00008WJDO","A1JFO0NC7AD5EO","10/10",5,"Baby Songs - Baby's Busy Day [VHS]","Comedy - Romantic"
"14811","14811","B00008WJDO","A3ARV0MHB509C9","7/7",5,"Baby Songs - Baby's Busy Day [VHS]","Comedy - Romantic"
"14812","14812","B00008WJDN","AGFW667QNHDOY","18/18",5,"Baby Songs - ABC, 123, Colors & Shapes","Comedy - Romantic"
"14813","14813","B00008WJDN","A2LXTHC1UIWM9Q","3/3",5,"Baby Songs - ABC, 123, Colors & Shapes","Comedy - Romantic"
"14814","14814","B00008WJDN","A37IFCOFWFUPRU","3/3",3,"Baby Songs - ABC, 123, Colors & Shapes","Comedy - Romantic"
"14815","14815","B00008WJDN","AYHP6TXO0JFHC","3/3",5,"Baby Songs - ABC, 123, Colors & Shapes","Comedy - Romantic"
"14816","14816","B00008WJDN","A1UGE9QLLHE9UP","3/3",5,"Baby Songs - ABC, 123, Colors & Shapes","Comedy - Romantic"
"14817","14817","B00008WJDN","A23L5KKL7N13EM","4/5",5,"Baby Songs - ABC, 123, Colors & Shapes","Comedy - Romantic"
"14818","14818","B00008WJDM","AGFW667QNHDOY","18/18",5,"Baby Songs - ABC, 123, Colors & Shapes [VHS]","Comedy - Romantic"
"14819","14819","B00008WJDM","A2LXTHC1UIWM9Q","3/3",5,"Baby Songs - ABC, 123, Colors & Shapes [VHS]","Comedy - Romantic"
"14820","14820","B00008WJDM","A37IFCOFWFUPRU","3/3",3,"Baby Songs - ABC, 123, Colors & Shapes [VHS]","Comedy - Romantic"
"14821","14821","B00008WJDM","AYHP6TXO0JFHC","3/3",5,"Baby Songs - ABC, 123, Colors & Shapes [VHS]","Comedy - Romantic"
"14822","14822","B00008WJDM","A1UGE9QLLHE9UP","3/3",5,"Baby Songs - ABC, 123, Colors & Shapes [VHS]","Comedy - Romantic"
"14823","14823","B00008WJDM","A23L5KKL7N13EM","4/5",5,"Baby Songs - ABC, 123, Colors & Shapes [VHS]","Comedy - Romantic"
"14824","14824","B00008WJDL","A26HFSVLAGULIM","31/36",5,"Baby Songs: Original [VHS]","Comedy - Romantic"
"14825","14825","B00008WJDL","A3QY2B5J90POMC","15/17",3,"Baby Songs: Original [VHS]","Comedy - Romantic"
"14826","14826","B00008WJDL","AUCLCKDX4C2T1","3/3",5,"Baby Songs: Original [VHS]","Comedy - Romantic"
"14827","14827","B00008WJDS","A3VHPJ0MYNUUGX","14/14",1,"Dark Descent","Action & Adventure"
"14828","14828","B00008WJDS","A1CYOHNGQ1WED1","7/7",1,"Dark Descent","Action & Adventure"
"14829","14829","B00008WJDS","A3LZGLA88K0LA0","5/5",1,"Dark Descent","Action & Adventure"
"14830","14830","B00008WJDR","A14LNO4WN5HNY4","26/28",3,"Code Hunter","Action & Adventure"
"14831","14831","B001AZI236","A10NEXTY813QY6","4/5",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14832","14832","B001AZI236","A2TELGHAN2GXOT","3/4",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14833","14833","B001AZI236","A11QN4ZSLATGNZ","3/4",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14834","14834","B001AZI236","A5CLOY9BJXJUJ","6/9",1,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14835","14835","B001AZI236","A2NMVCFMC8F1DW","9/14",2,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14836","14836","B001AZI236","A3BDJ0AD4SP8GB","3/5",3,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14837","14837","B001AZI236","A37BCJPLKIUJJL","6/11",1,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14838","14838","B001AZI236","A1XQOAMM9F7LGP","5/10",1,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14839","14839","B001AZI236","A846NR0T5U8GT","3/7",4,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14840","14840","B001AZI236","A230H3JOCGAKI2","4/11",4,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14841","14841","B001AZI236","A26IMNO9AKUSSD","3/10",2,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14842","14842","B001AZI236","A2XCTVD1K7IJIF","4/15",1,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14843","14843","B001AZI236","AZB461JRZKEYU","5/34",1,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14844","14844","B001AZI236","ANTUE374RX6P","109/109",4,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14845","14845","B001AZI236","AFOE4LTYQ1ZBT","146/149",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14846","14846","B001AZI236","A2YB04RTKED7US","124/126",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14847","14847","B001AZI236","A3R510HAQWO7N5","65/67",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14848","14848","B001AZI236","A1EQDVAS3O0WBY","31/31",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14849","14849","B001AZI236","AVBNMDES3VH4V","27/27",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14850","14850","B001AZI236","AL101ZVF6XPOY","25/25",4,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14851","14851","B001AZI236","A3ITL4N7SCXNDP","23/23",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14852","14852","B001AZI236","A6UOMNX7DMMV5","20/20",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14853","14853","B001AZI236","A2AI4HR9UUXOJG","19/19",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14854","14854","B001AZI236","A3LU8SSW2V88WI","14/14",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14855","14855","B001AZI236","A56IH77Y0N6N8","13/13",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14856","14856","B001AZI236","A16NQF4IUGU29B","13/13",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14857","14857","B001AZI236","A164JOEUPISM34","13/13",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14858","14858","B001AZI236","A1BHYO65GCIRAN","13/13",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14859","14859","B001AZI236","A364H5U2B4PKWM","12/12",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14860","14860","B001AZI236","A36Y83X93KE2UD","12/12",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14861","14861","B001AZI236","A33CUSIE62VWP8","12/12",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14862","14862","B001AZI236","A2TM0DJJUUQN4X","12/12",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14863","14863","B001AZI236","A3696WU3Q3FU3D","12/12",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14864","14864","B001AZI236","A32SAIOPSUW54Y","10/10",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14865","14865","B001AZI236","A188YZ2Y31K3LX","9/9",3,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14866","14866","B001AZI236","A1L1OFM8F7SU69","9/9",4,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14867","14867","B001AZI236","A3GXTFD79ABAT1","60/76",2,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14868","14868","B001AZI236","A3KCN1HW1GKMX4","8/8",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14869","14869","B001AZI236","A1O4VF5B8J9MT1","8/8",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14870","14870","B001AZI236","A16R7DARMGF7U8","8/8",4,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14871","14871","B001AZI236","A8IBC98YYR8C5","8/8",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14872","14872","B001AZI236","A3TJ1ESNROUUMX","8/8",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14873","14873","B001AZI236","A7DIUUFURWG43","8/8",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14874","14874","B001AZI236","A3SC741OKVY1CT","14/16",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14875","14875","B001AZI236","A1IDPORT52U34D","10/11",1,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14876","14876","B001AZI236","A30G24PZC1PSIQ","7/7",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14877","14877","B001AZI236","A1KEK09ZA6J9P8","7/7",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14878","14878","B001AZI236","A1T8221ZMHXEU0","7/7",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14879","14879","B001AZI236","AS9A58EWF4V3N","7/7",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14880","14880","B001AZI236","AY2RL9FU7U2C2","6/6",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14881","14881","B001AZI236","A2WHT2D8YWAM0A","6/6",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14882","14882","B001AZI236","A1OOOBT1YGN56Z","6/6",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14883","14883","B001AZI236","A1KL1TR6VFQSJR","6/6",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14884","14884","B001AZI236","A3E4K508NL75UG","6/6",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14885","14885","B001AZI236","A2GR6P2FSW8EMS","6/6",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14886","14886","B001AZI236","A2UV51DCQQ4QLI","6/6",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14887","14887","B001AZI236","A37QJVOIC6F8WE","5/5",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14888","14888","B001AZI236","A1UCDX3OT48A0S","5/5",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14889","14889","B001AZI236","A1T6VABQU7RBMA","5/5",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14890","14890","B001AZI236","ARHQZF1CYYLRE","5/5",4,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14891","14891","B001AZI236","A378SIPXPAE2RD","5/5",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14892","14892","B001AZI236","A2GTEEDQDU3X1K","5/5",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14893","14893","B001AZI236","A3EZIP6YQX5J8Q","5/5",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14894","14894","B001AZI236","AAIX07QBDP0BB","5/5",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14895","14895","B001AZI236","A3GJBMR5O2I1VY","5/5",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14896","14896","B001AZI236","A6DURC64H3XA","5/5",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14897","14897","B001AZI236","A2XB591PZQJMDQ","10/12",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14898","14898","B001AZI236","A23U17GE7RM2RE","20/26",2,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14899","14899","B001AZI236","A1Q28DRZH9RHSJ","7/8",4,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14900","14900","B001AZI236","A2ZTQAVRA91XTY","4/4",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14901","14901","B001AZI236","AQ70TLKOZWK2K","4/4",3,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14902","14902","B001AZI236","AYALWYMZHAR87","4/4",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14903","14903","B001AZI236","A2AC3VJPUZS42C","4/4",4,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14904","14904","B001AZI236","A1NHAT7949LF7C","4/4",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14905","14905","B001AZI236","A35K49VGA3MW7X","6/7",4,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14906","14906","B001AZI236","A2MXAA8L5VOTAH","3/3",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14907","14907","B001AZI236","A27TQCL7TQAMN6","3/3",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
"14908","14908","B001AZI236","A2HXYU3OTPTC5P","3/3",5,"Exhale: Core Fusion - Body Sculpt","exercise & fitness - barre method"
